x,y0,y1,y2,y3,y4,y5
13515,1624,-784,-5379,809,-6753,320
13523,1723,-907,-5570,1052,-6717,331
13533,1785,-883,-5713,1278,-6678,362
13543,1886,-803,-5805,1488,-6623,436
13553,1992,-865,-5780,1673,-6514,558
13564,2175,-779,-5743,1905,-6349,671
13574,2353,-590,-5611,2140,-6096,778
13584,2538,-399,-5517,2306,-5684,867
13594,2747,-274,-5402,2441,-5135,888
13605,2892,-109,-5488,2612,-4522,809
13613,3010,254,-5659,2796,-3971,634
13623,3217,612,-5764,2832,-3594,388
13633,3376,817,-5777,2671,-3449,94
13644,3543,923,-5657,2444,-3493,-245
13654,7526,3738,-10759,2227,-3656,-586
13664,3499,2464,-4031,-56,-2760,-762
13674,5839,422,-4284,-1339,-2732,-805
13685,6000,453,-3633,-486,-2454,-854
13693,6290,905,-3311,95,-1960,-866
13703,6329,526,-2917,-84,-1254,-788
13713,6744,-469,-3854,212,-660,-688
13723,6357,1963,-2299,499,191,-623
13734,6747,1829,-3028,-797,1100,-452
13744,6596,1639,-3053,-1807,1768,-187
13754,6872,1302,-2769,-2531,2397,-9
13764,6942,274,-2237,-3280,3201,10
13773,806,-934,-3495,-3515,4331,13
13783,492,-1400,-5634,-3802,5256,454
13793,5707,3794,-6262,-5214,2605,795
13803,1872,5435,-4031,-388,-1413,864
13814,589,384,-4767,513,-901,196
13824,362,-61,-4383,244,-372,-2
13834,370,111,-4132,202,-282,41
13842,416,25,-4228,265,-358,42
13852,349,58,-4201,276,-405,31
13863,414,58,-4275,323,-445,30
13873,401,19,-4282,346,-447,32
13883,372,14,-4291,322,-428,34
13893,361,-16,-4306,282,-415,30
13904,313,-17,-4352,224,-396,19
13914,332,-23,-4329,158,-356,11
13922,317,18,-4334,115,-315,6
13932,345,-12,-4325,71,-279,1
13943,306,18,-4306,33,-238,-5
13953,305,0,-4337,26,-205,-10
13963,307,-9,-4304,22,-156,-11
13973,321,15,-4328,18,-107,-11
13984,303,5,-4341,19,-58,-8
13992,321,9,-4309,1,-23,-9
14002,326,6,-4317,-14,1,-11
14012,302,14,-4295,-21,19,-11
14022,314,14,-4316,-22,32,-12
14033,279,9,-4292,-15,45,-15
14043,314,33,-4287,-9,57,-14
14053,308,24,-4272,-3,66,-15
14061,324,14,-4293,3,62,-15
14072,306,21,-4291,14,57,-15
14082,303,9,-4289,31,61,-14
14092,309,14,-4299,39,63,-16
14102,290,23,-4311,44,69,-18
14113,307,14,-4292,35,73,-20
14123,326,11,-4292,20,75,-24
14133,291,28,-4291,13,69,-29
14143,315,7,-4258,6,64,-29
14151,279,71,-4284,8,61,-27
14162,317,-5,-4303,15,64,-25
14172,304,41,-4267,6,79,-32
14182,336,-10,-4312,17,84,-28
14192,303,24,-4303,20,96,-31
14203,317,10,-4296,15,108,-34
14213,324,18,-4304,9,115,-37
14223,340,-7,-4273,-1,125,-42
14231,326,14,-4318,-10,139,-51
14242,315,11,-4314,-11,155,-64
14252,341,-20,-4352,-9,189,-87
14262,320,-47,-4323,-5,224,-130
14272,360,-12,-4383,3,256,-185
14283,395,-2,-4349,3,308,-213
14293,376,17,-4398,19,367,-222
14303,377,66,-4394,47,437,-225
14311,398,92,-4628,100,557,-214
14321,394,43,-4605,165,869,-158
14332,426,13,-4578,215,1208,-123
14342,471,35,-4587,289,1475,-127
14352,476,70,-4667,362,1728,-112
14362,527,62,-4664,415,1966,-78
14373,393,88,-4905,455,2215,-48
14381,661,-32,-4892,530,2622,-19
14391,758,-108,-4991,526,2967,-36
14401,831,-175,-5154,503,3392,-78
14412,765,15,-5360,481,3886,-134
14422,955,-131,-5530,456,4387,-149
14432,1008,-235,-5614,503,4864,-168
14442,1110,-256,-5934,582,5513,-229
14453,1205,-537,-6059,641,6429,-306
14461,1388,-787,-6127,522,7347,-495
14471,1542,-860,-6617,345,8189,-792
14481,1526,-490,-6501,113,8834,-1013
14491,2042,-815,-6363,94,9496,-1077
14502,1861,-894,-7064,646,10033,-1143
14512,2256,-578,-6812,1358,10126,-1242
14522,2288,685,-8536,1409,10087,-1330
14530,2758,963,-8323,175,9677,-1325
14541,2002,-1023,-7192,-1329,9588,-1322
14551,1040,-1681,-6147,-1118,9544,-1396
14561,-1051,-1520,-4963,-179,9310,-1642
14571,-3349,-865,-3360,545,8741,-2233
14582,-5255,-94,-2553,576,7473,-3092
14592,-4264,-785,-5743,210,5485,-3876
14602,-5204,20,-5653,360,2057,-4118
14610,-4300,622,-4879,-183,-1128,-3646
14620,-3084,25,-3740,-1642,-2882,-2519
14631,-2537,-1460,-2699,-2573,-3405,-1147
14641,-2180,-2178,-2445,-2073,-3761,40
14651,-1747,-1529,-2867,-846,-4320,947
14661,-1240,-483,-3282,-119,-4804,1672
14672,-862,-190,-3342,-257,-5114,2224
14682,-549,-412,-3209,-546,-5362,2471
14690,-180,-404,-3319,-441,-5645,2349
14700,112,-31,-3541,-236,-5907,1971
14711,289,-1,-3704,-291,-6127,1521
14721,419,-147,-3827,-316,-6339,1111
14731,607,-175,-4030,-174,-6545,787
14741,868,-229,-4329,5,-6750,563
14752,1114,-304,-4576,101,-6924,446
14762,1302,-576,-4775,111,-7043,457
14770,1433,-932,-4886,160,-7103,577
14780,1536,-1116,-4966,332,-7122,741
14790,1588,-1209,-5151,602,-7097,921
14801,1621,-1204,-5316,885,-7046,1091
14811,1624,-1092,-5491,1148,-6970,1280
14821,1622,-1013,-5663,1365,-6876,1481
14831,1752,-831,-5791,1583,-6766,1639
14842,2027,-571,-5740,1760,-6554,1695
14850,2401,-414,-5681,1928,-6165,1604
14860,2809,-244,-5807,2159,-5642,1336
14870,3107,105,-6127,2419,-5195,939
14881,3527,427,-6395,2491,-4988,505
14891,3866,441,-6392,2227,-4952,133
14901,4121,186,-6081,1821,-4917,-128
14911,4355,-169,-5690,1600,-4779,-276
14921,4632,-438,-5400,1649,-4471,-310
14930,5151,-459,-5339,1864,-4027,-249
14940,5170,908,-2603,1146,-2915,-31
14950,7072,74,-4219,242,-2367,219
14960,7573,232,-3657,415,-2056,452
14971,8333,1383,-3296,872,-1566,623
14981,8855,1987,-2526,384,-720,758
14991,9319,2024,-2129,-496,409,896
14999,9350,1860,-2039,-1397,1719,896
15010,9674,1772,-2226,-2211,2967,652
15020,9893,1525,-2148,-2936,3986,69
15030,1124,273,-4535,-3555,4988,-773
15040,-612,-1281,-6669,-4287,5172,-1119
15051,680,-436,-4425,-4550,4586,-730
15061,-2721,-2047,-2698,-1690,-530,-16
15071,596,-3,-5199,633,-1426,83
15079,205,56,-4407,277,-636,-5
15089,330,84,-4223,169,-327,26
15100,336,30,-4201,233,-329,48
15110,368,35,-4249,263,-374,49
15120,413,14,-4301,283,-403,48
15130,372,-10,-4298,249,-395,44
15141,355,3,-4328,217,-390,38
15151,326,-28,-4373,211,-358,39
15159,323,-21,-4324,185,-297,34
15169,279,7,-4314,170,-259,27
15180,284,-9,-4324,153,-229,19
15190,298,-6,-4350,142,-194,17
15200,280,-39,-4315,140,-161,14
15210,296,0,-4300,122,-132,12
15221,271,-31,-4308,106,-103,7
15229,277,-30,-4283,97,-75,3
15239,298,-16,-4316,96,-58,2
15249,280,-19,-4314,101,-32,2
15259,273,-29,-4319,91,-10,2
15270,277,-32,-4289,78,11,-1
15280,275,-30,-4330,44,35,-7
15290,275,-39,-4304,0,58,-7
15300,296,-23,-4320,-44,75,-15
15309,307,-32,-4289,-82,78,-22
15319,302,-11,-4269,-87,76,-24
15329,288,-14,-4296,-76,72,-27
15339,282,-5,-4304,-65,75,-26
15350,299,-16,-4293,-58,75,-24
15360,289,-8,-4276,-53,70,-25
15370,306,15,-4258,-48,57,-23
15380,290,-3,-4253,-38,47,-22
15388,300,0,-4264,-26,35,-17
15399,300,-3,-4290,-8,27,-14
15409,300,5,-4285,2,20,-18
15419,306,-15,-4267,6,22,-16
15429,295,-16,-4285,8,18,-18
15440,310,7,-4296,4,16,-19
15450,308,4,-4302,2,19,-20
15460,287,-11,-4283,3,27,-21
15468,275,6,-4309,4,40,-24
15479,286,-4,-4295,7,54,-24
15489,302,10,-4321,13,69,-23
15499,286,13,-4298,15,83,-23
15509,297,0,-4303,21,91,-24
15520,290,-4,-4319,26,99,-26
15530,297,1,-4285,17,113,-28
15540,306,-19,-4310,11,130,-35
15548,292,11,-4291,12,148,-38
15558,304,6,-4324,19,172,-44
15569,317,-10,-4316,34,199,-56
15579,317,-41,-4326,58,229,-75
15589,313,-66,-4352,83,255,-109
15599,327,-83,-4383,115,310,-178
15610,361,-44,-4460,150,411,-261
15618,355,23,-4601,242,599,-300
15628,335,101,-4878,365,904,-259
15638,400,-63,-4760,359,1427,-169
15649,405,5,-4857,390,1887,-175
15659,459,48,-4984,414,2281,-167
15669,279,122,-5364,443,2716,-105
15679,630,-76,-5182,486,3353,-83
15689,736,-29,-5538,437,3817,-101
15698,803,-142,-5906,414,4445,-88
15708,885,-302,-5876,351,5073,-144
15718,922,-293,-5636,415,5598,-250
15728,1009,-418,-5558,473,6325,-367
15739,1019,-300,-5927,409,7056,-485
15749,1081,-326,-6027,154,7641,-554
15759,1360,-105,-6167,-136,8137,-604
15769,1697,-442,-5962,-96,8634,-606
15778,1809,-549,-6284,519,9018,-634
15788,2204,-633,-6586,1157,9106,-669
15798,1924,599,-7079,1459,9134,-777
15808,2301,1052,-7782,490,8791,-820
15819,2534,-204,-6513,-1096,8662,-792
15829,1250,-1260,-5205,-1464,8687,-829
15837,-980,-1181,-4299,-892,8351,-1003
15847,-2829,-651,-3821,-311,7438,-1433
15857,-3732,82,-3585,-192,6198,-2055
15868,-3483,-340,-4529,-555,5054,-2638
15878,-4641,-196,-5078,-697,2796,-2712
15888,-3965,60,-4657,-873,293,-2358
15898,-3092,-156,-3857,-1582,-1193,-1622
15909,-2638,-972,-3240,-2143,-1887,-753
15919,-2360,-1406,-3008,-1962,-2434,20
15927,-2052,-1058,-3166,-1302,-3093,602
15937,-1600,-616,-3360,-869,-3744,1025
15948,-1184,-443,-3414,-819,-4351,1316
15958,-827,-532,-3340,-839,-4872,1416
15968,-390,-501,-3443,-664,-5341,1295
15978,-20,-258,-3541,-475,-5709,1035
15989,262,-243,-3644,-438,-5966,765
15997,451,-280,-3793,-355,-6163,573
16007,619,-220,-4015,-177,-6326,490
16017,870,-165,-4299,-5,-6478,496
16027,1234,-100,-4569,130,-6627,552
16038,1528,-107,-4729,201,-6723,618
16048,1668,-191,-4885,220,-6754,702
16058,1760,-338,-4988,263,-6753,807
16068,1773,-466,-5113,334,-6742,951
16077,1673,-643,-5256,392,-6703,1182
16087,1761,-822,-5321,509,-6646,1471
16097,1983,-922,-5406,739,-6562,1743
16107,2229,-917,-5473,1005,-6414,1939
16118,2505,-861,-5466,1247,-6162,2043
16128,2898,-762,-5340,1450,-5758,2089
16138,3189,-636,-5328,1580,-5174,2111
16148,3334,-528,-5404,1631,-4501,2158
16156,3579,-681,-5591,1565,-3882,2262
16167,3866,-958,-5671,1385,-3398,2434
16177,4299,-1152,-5443,1234,-3007,2725
16187,4907,-1085,-5027,1270,-2689,3049
16197,5452,-725,-4874,1534,-2395,3250
16208,5856,-229,-4584,1724,-2139,3221
16218,6174,200,-4182,1644,-1904,3073
16228,8404,1973,-6229,1299,-1522,2869
16236,6435,1066,-2959,57,-526,2619
16247,7254,594,-3054,-670,-16,2382
16257,7206,442,-2779,-840,631,1993
16267,7153,415,-2565,-1021,1262,1534
16277,7102,161,-2504,-1428,1976,1049
16288,6983,-347,-2421,-1790,2756,550
16298,7526,-823,-2839,-1873,3615,25
16306,772,-820,-1910,-3552,4139,-689
16316,101,702,-3447,-4845,-122,-439
16326,16,1392,-4303,-1527,-1101,-535
16337,373,212,-4715,89,-830,-235
16347,584,139,-4750,231,-670,-82
16357,415,177,-4370,143,-365,-17
16367,345,42,-4245,218,-226,31
16378,398,58,-4206,212,-269,20
16388,348,132,-4171,191,-346,6
16396,402,134,-4240,287,-436,33
16406,517,-15,-4327,363,-485,51
16417,366,27,-4302,304,-452,35
16427,398,38,-4315,231,-412,23
16437,369,51,-4284,208,-376,17
16447,335,21,-4343,206,-338,17
16457,341,31,-4314,192,-315,14
16466,332,44,-4309,198,-294,14
16476,337,33,-4334,214,-274,22
16486,351,9,-4309,213,-260,26
16496,320,6,-4338,184,-233,25
16507,329,1,-4326,144,-198,20
16517,332,-22,-4327,89,-158,9
16527,308,9,-4321,34,-122,-1
16537,296,4,-4324,-6,-96,-11
16546,296,20,-4301,-23,-74,-10
16556,294,19,-4289,-11,-54,-9
16566,293,23,-4293,4,-39,-6
16576,300,22,-4304,19,-34,-2
16587,294,25,-4322,22,-19,-1
16597,292,-5,-4323,27,-8,-4
16607,316,19,-4321,17,4,-5
16617,306,5,-4307,17,15,-7
16625,307,15,-4295,23,26,-5
16636,309,23,-4257,34,27,-6
16646,296,37,-4341,52,35,-6
16656,294,18,-4321,55,43,-9
16666,297,2,-4283,55,50,-9
16677,302,12,-4294,49,54,-10
16687,314,10,-4289,38,52,-13
16697,318,17,-4274,37,51,-15
16705,299,2,-4297,36,47,-16
16716,313,8,-4297,39,43,-15
16726,337,19,-4288,42,45,-13
16736,319,0,-4310,41,45,-15
16746,300,8,-4268,43,46,-17
16757,303,18,-4283,38,50,-19
16765,312,29,-4292,38,48,-19
16775,294,-7,-4287,41,54,-22
16785,317,8,-4315,42,56,-22
16795,312,38,-4300,42,61,-22
16806,307,18,-4306,42,73,-21
16816,318,14,-4290,39,76,-22
16826,324,26,-4308,42,83,-23
16836,311,12,-4291,43,91,-25
16845,321,-3,-4300,44,101,-32
16855,340,26,-4289,38,109,-37
16865,320,18,-4293,32,115,-37
16875,324,19,-4287,32,120,-44
16886,331,30,-4296,32,125,-52
16896,346,-11,-4348,35,142,-63
16906,349,-33,-4328,42,165,-88
16916,353,-42,-4323,49,207,-124
16926,352,-47,-4369,71,259,-166
16935,374,-19,-4404,115,339,-213
16945,369,57,-4433,199,486,-230
16955,385,42,-4544,292,656,-204
16965,401,35,-4813,329,937,-141
16976,412,-68,-4767,341,1405,-90
16986,455,-32,-4860,372,1821,-116
16996,439,34,-4989,387,2229,-138
17006,600,47,-5147,430,2683,-111
17015,664,40,-5293,484,3277,-49
17025,747,-97,-5638,429,3784,-26
17035,782,-105,-5943,388,4471,-59
17045,845,-191,-6062,340,5098,-110
17056,1135,-567,-5482,400,5705,-175
17066,807,-72,-5741,445,6500,-228
17076,879,106,-5778,241,7136,-203
17084,1090,122,-5735,-11,7579,-107
17094,1197,152,-5362,-268,7890,-14
17105,1868,408,-4892,-44,8084,89
17115,1618,114,-5112,358,8181,231
17125,1920,389,-5368,702,8002,367
17135,1883,525,-5099,845,7881,512
17146,1902,1341,-5907,518,7497,599
17156,2286,849,-5434,-420,7177,789
17164,1446,23,-4827,-979,6922,958
17174,489,-331,-4230,-796,6436,979
17185,-421,-74,-3878,-339,5930,805
17195,-1264,370,-3790,-73,5187,466
17205,-1959,922,-3701,-206,4207,10
17215,-2365,1154,-3602,-717,3205,-517
17223,-2606,864,-3510,-1375,2224,-1111
17234,-2934,409,-4153,-1824,809,-1478
17244,-2641,591,-3928,-1890,-1056,-1545
17254,-2029,634,-3548,-2275,-2340,-1243
17264,-1729,-20,-3238,-2810,-2917,-650
17275,-1553,-549,-3295,-2815,-3437,25
17285,-1212,-461,-3616,-2371,-4105,635
17295,-741,-140,-3831,-2086,-4803,1139
17303,-199,-135,-3789,-2160,-5334,1523
17314,340,-371,-3681,-2316,-5616,1733
17324,669,-652,-3692,-2290,-5713,1757
17334,839,-750,-3845,-2081,-5748,1698
17344,956,-575,-4138,-1831,-5798,1685
17355,1129,-542,-4364,-1732,-5830,1783
17365,1338,-683,-4495,-1708,-5855,1910
17375,1571,-757,-4591,-1583,-5852,2006
17383,1673,-825,-4676,-1427,-5797,2093
17393,1768,-890,-4743,-1306,-5690,2178
17404,1905,-892,-4886,-1172,-5566,2225
17414,2042,-825,-4993,-1021,-5434,2163
17424,2180,-729,-5043,-912,-5310,2028
17434,2237,-720,-5060,-888,-5164,1918
17445,2248,-885,-5066,-871,-5010,1902
17455,2204,-1010,-5015,-800,-4856,1982
17463,2188,-1159,-4981,-695,-4710,2129
17473,2250,-1298,-4953,-576,-4546,2331
17484,2457,-1447,-4882,-425,-4339,2567
17494,2820,-1418,-4734,-217,-4049,2797
17504,3092,-1347,-4720,-43,-3607,3007
17514,3089,-1311,-4801,71,-3156,3195
17525,3035,-1247,-4952,177,-2926,3338
17535,3042,-1083,-4850,216,-2910,3430
17545,3171,-996,-4592,173,-2906,3463
17553,3226,-1004,-4359,139,-2740,3419
17563,3205,-996,-4175,222,-2423,3277
17574,3122,-852,-4141,396,-2073,3056
17584,3110,-705,-4134,524,-1748,2791
17594,3130,-639,-4017,542,-1446,2536
17604,3154,-727,-3883,504,-1141,2289
17615,3318,-762,-3821,515,-812,2075
17625,4674,-1078,-4163,678,-348,1917
17633,4514,-44,-3134,976,665,1910
17643,4946,-316,-2967,432,1678,2045
17654,5051,-816,-2912,142,2541,2245
17664,8595,-2326,-12442,385,3246,2432
17674,198,4830,-2752,2827,688,1912
17684,8594,-1530,-3533,-706,-285,1297
17692,680,123,-4363,584,-63,473
17703,226,-89,-4287,232,-212,25
17713,379,20,-4155,60,-265,-2
17723,434,61,-4255,-35,-386,-84
17733,460,103,-4290,-31,-422,-63
17744,413,53,-4375,19,-392,-45
17754,439,80,-4231,23,-364,-37
17764,456,121,-4254,61,-372,-24
17774,411,68,-4292,127,-388,-1
17783,436,74,-4284,149,-396,8
17793,395,80,-4344,169,-377,18
17803,410,40,-4341,175,-327,23
17813,422,22,-4333,155,-261,15
17824,397,33,-4297,137,-212,11
17834,380,27,-4279,117,-180,4
17844,364,33,-4324,114,-159,-1
17852,372,36,-4276,115,-138,-2
17862,346,35,-4285,113,-123,0
17873,368,44,-4282,106,-119,-1
17883,378,28,-4273,102,-124,-1
17893,372,27,-4297,96,-132,-2
17903,361,28,-4285,83,-135,-5
17914,351,33,-4264,74,-146,-10
17922,343,37,-4287,73,-152,-10
17932,333,57,-4281,84,-153,-4
17942,350,3,-4197,88,-145,0
17953,325,19,-4299,78,-131,-3
17963,345,25,-4306,69,-114,-3
17973,343,38,-4285,50,-94,-7
17983,334,44,-4312,40,-77,-9
17993,325,27,-4329,46,-67,-10
18004,343,20,-4322,52,-41,-10
18012,346,31,-4302,52,-13,-6
18022,332,22,-4294,56,7,-8
18032,331,37,-4311,53,21,-7
18043,327,20,-4324,50,34,-8
18053,350,28,-4303,40,37,-12
18063,325,22,-4295,35,34,-9
18073,341,21,-4294,34,31,-10
18084,347,22,-4273,31,33,-10
18092,319,22,-4297,27,34,-14
18102,343,30,-4275,19,38,-15
18112,327,30,-4288,17,36,-20
18123,353,4,-4280,11,33,-19
18133,351,45,-4273,9,33,-20
18143,326,32,-4275,16,27,-16
18153,349,38,-4308,27,18,-12
18163,339,31,-4318,33,17,-11
18172,351,26,-4302,33,23,-10
18182,349,30,-4290,22,37,-11
18192,358,21,-4315,13,44,-15
18202,327,34,-4308,1,53,-16
18213,345,39,-4321,-4,56,-17
18223,348,34,-4290,-13,57,-17
18233,350,35,-4311,-8,48,-17
18241,359,25,-4306,-5,41,-20
18252,342,60,-4303,-8,33,-20
18262,338,46,-4320,0,42,-19
18272,333,27,-4296,-2,65,-20
18282,326,29,-4372,10,106,-19
18293,328,26,-4411,13,183,-19
18303,335,61,-4478,1,278,-25
18313,268,38,-4506,-20,413,-26
18321,398,6,-4423,-24,574,-32
18331,412,36,-4521,82,724,-49
18342,451,172,-4914,226,962,-38
18352,421,75,-4658,216,1325,14
18362,479,74,-4610,299,1550,36
18372,484,80,-4609,397,1732,55
18383,614,7,-4551,461,1935,86
18393,619,0,-4706,414,2110,115
18401,618,14,-4721,325,2221,129
18411,627,41,-4686,301,2317,149
18422,693,59,-4545,256,2475,175
18432,675,267,-4806,246,2665,199
18442,719,365,-4627,120,2908,287
18452,663,672,-4790,-52,3091,451
18462,699,733,-4687,-341,3229,747
18473,692,917,-4899,-592,3344,1093
18481,700,1061,-4895,-984,3387,1500
18491,765,740,-4608,-1482,3427,1925
18501,837,596,-4547,-1672,3470,2244
18512,821,659,-4471,-1720,3428,2445
18522,483,694,-4576,-1841,3350,2515
18532,574,641,-4580,-1971,3137,2572
18540,-80,184,-4325,-2154,2885,2748
18551,-826,-263,-4122,-2235,2543,2930
18561,-1603,-255,-4088,-2215,2096,3056
18571,-2158,-568,-3852,-2448,1504,3175
18581,-2428,-1109,-3534,-2608,846,3218
18592,-2602,-1377,-3529,-2323,134,3111
18602,-2505,-1255,-3760,-1751,-746,2917
18612,-2009,-759,-3760,-1366,-1628,2719
18620,-1742,-1002,-3713,-1401,-2120,2635
18630,-1522,-1072,-3875,-1284,-2537,2648
18641,-1170,-912,-4072,-1087,-2980,2712
18651,-738,-975,-4162,-996,-3336,2830
18661,-277,-1068,-4251,-896,-3586,2982
18671,116,-1122,-4358,-739,-3719,3154
18682,465,-1184,-4459,-586,-3819,3371
18692,805,-1283,-4513,-445,-3832,3628
18700,1129,-1361,-4561,-298,-3770,3917
18710,1410,-1367,-4559,-131,-3645,4234
18721,1598,-1280,-4661,22,-3458,4571
18731,1740,-1131,-4711,132,-3213,4885
18741,1868,-935,-4782,181,-2976,5120
18751,1949,-791,-4762,168,-2732,5252
18761,2069,-716,-4692,86,-2483,5243
18772,2150,-734,-4595,3,-2212,5117
18780,2176,-819,-4482,-45,-1894,4867
18790,2094,-968,-4470,-67,-1551,4541
18800,1929,-1167,-4528,6,-1284,4173
18811,1906,-987,-4507,205,-1197,3822
18821,1918,-830,-4400,232,-1094,3571
18831,1917,-823,-4182,157,-897,3465
18841,1859,-868,-4116,158,-647,3488
18850,1724,-844,-4210,174,-401,3639
18860,1439,-1001,-4444,191,-326,3884
18870,1482,-800,-4495,267,-592,4163
18880,1708,-798,-4077,114,-774,4392
18891,1799,-1057,-3766,11,-661,4502
18901,1720,-1081,-3785,207,-470,4468
18911,1696,-852,-3921,446,-364,4326
18921,1881,-649,-4009,490,-318,4142
18931,3111,619,-4366,179,-74,3924
18940,3022,-583,-3941,-790,453,3659
18950,3199,-545,-3900,-795,626,3279
18960,3451,-64,-3811,-512,771,2805
18970,3505,-192,-3807,-570,1008,2380
18981,1987,886,-4175,-1285,1019,1820
18991,3626,633,-4196,-1948,537,1193
19001,3076,158,-4127,-1683,267,403
19011,557,51,-4424,-1309,-19,-139
19020,469,41,-4352,-935,-142,-112
19030,480,113,-4202,-637,-225,-136
19040,469,105,-4236,-452,-255,-135
19050,409,97,-4247,-298,-238,-108
19061,428,87,-4226,-150,-236,-100
19071,445,93,-4285,-70,-261,-80
19081,452,124,-4272,-23,-266,-56
19089,431,110,-4262,52,-256,-29
19099,430,79,-4275,115,-250,-5
19110,417,59,-4280,145,-249,7
19120,445,50,-4266,164,-252,12
19130,406,72,-4271,166,-252,8
19140,419,55,-4256,156,-251,1
19151,424,58,-4257,159,-257,2
19161,402,37,-4249,152,-266,1
19169,399,33,-4255,144,-275,-1
19179,378,48,-4255,136,-284,-5
19190,383,45,-4273,129,-293,-5
19200,367,40,-4294,132,-289,-5
19210,383,35,-4307,133,-278,1
19220,347,37,-4313,134,-254,6
19230,337,24,-4304,130,-229,4
19241,364,23,-4306,134,-204,6
19249,343,51,-4296,128,-182,7
19259,351,20,-4278,117,-167,4
19269,319,14,-4282,104,-166,4
19280,346,22,-4256,91,-162,5
19290,328,32,-4290,81,-162,5
19300,324,15,-4271,67,-161,7
19310,314,26,-4324,59,-163,5
19321,316,3,-4301,48,-150,4
19329,314,21,-4303,35,-139,4
19339,325,10,-4310,40,-126,1
19349,306,17,-4308,48,-111,2
19360,302,41,-4300,60,-94,-1
19370,303,17,-4300,71,-77,-2
19380,325,35,-4317,72,-55,-1
19390,296,26,-4321,64,-37,-2
19400,301,-1,-4319,51,-13,-5
19409,297,9,-4295,37,5,-5
19419,300,16,-4302,30,25,-8
19429,317,16,-4305,25,40,-8
19439,335,17,-4283,25,42,-10
19450,316,14,-4271,32,43,-10
19460,306,3,-4278,42,40,-10
19470,319,13,-4290,53,47,-10
19478,303,12,-4315,56,50,-13
19489,320,32,-4273,53,58,-13
19499,326,13,-4311,43,64,-16
19509,326,15,-4293,35,72,-17
19519,308,14,-4264,33,79,-19
19529,307,16,-4288,32,81,-22
19540,312,31,-4288,34,90,-23
19548,321,11,-4298,33,100,-24
19558,314,25,-4301,36,109,-23
19568,324,37,-4286,26,117,-26
19579,340,-3,-4332,22,126,-29
19589,324,45,-4286,15,137,-34
19599,333,12,-4280,12,148,-35
19609,335,24,-4297,16,149,-32
19620,344,29,-4321,19,150,-32
19628,334,21,-4348,20,157,-32
19638,343,-7,-4327,14,173,-33
19648,352,23,-4335,4,203,-34
19659,344,5,-4358,-8,239,-42
19669,366,-6,-4390,-27,307,-52
19679,423,-65,-4485,-37,413,-73
19689,373,-11,-4554,2,578,-128
19699,362,140,-4896,39,846,-140
19710,419,18,-4803,-28,1318,-90
19718,454,-7,-4893,-51,1748,-104
19728,475,39,-5031,-51,2209,-118
19738,422,114,-5341,-35,2693,-111
19749,598,42,-5572,-40,3464,-40
19759,714,-105,-5546,-160,4045,-46
19769,845,-37,-5520,-223,4690,-117
19779,877,-22,-5838,-135,5266,-157
19788,880,119,-5692,223,5658,-156
19798,925,46,-5582,229,6313,-84
19808,933,153,-5878,51,6959,-62
19818,1130,218,-5991,-368,7538,-17
19829,1364,-198,-5497,-763,8009,21
19839,1584,438,-6299,-801,8429,-65
19849,1471,338,-5656,-1313,8628,-108
19857,2396,-200,-6808,-1372,8677,-40
19867,1900,362,-6817,-1156,8368,-101
19878,1827,625,-6618,-1815,8210,-120
19888,1984,-230,-6299,-2742,8049,-56
19898,1843,64,-5857,-3237,8190,-143
19908,1230,-497,-5369,-3898,8242,-239
19919,-1980,-1488,-3958,-3965,7782,-345
19929,-3993,-1825,-2869,-3031,6456,-820
19937,-3232,-2149,-3333,-1640,4814,-1560
19947,-4822,-1237,-5177,-309,2657,-1830
19958,-4272,419,-4712,1,-151,-1679
19968,-3225,-23,-3674,-1531,-1842,-924
19978,-2874,-1723,-2513,-2751,-2366,25
19988,-2673,-2482,-2457,-2270,-2794,741
19998,-2388,-1639,-3181,-971,-3499,1215
20009,-1937,-825,-3734,-474,-4199,1632
20019,-1410,-941,-3825,-764,-4876,2056
20027,-780,-1455,-3686,-901,-5484,2346
20037,-137,-1187,-3777,-561,-5933,2419
20048,360,-1024,-3932,-304,-6162,2362
20058,668,-1017,-4049,-196,-6278,2252
20068,982,-971,-4248,-26,-6363,2107
20078,1375,-817,-4490,223,-6455,1908
20089,1742,-650,-4695,433,-6536,1650
20097,1950,-615,-4833,517,-6549,1394
20107,2048,-767,-4916,533,-6481,1206
20117,2049,-980,-5016,576,-6375,1115
20128,2060,-1219,-5087,672,-6273,1118
20138,2021,-1410,-5138,829,-6158,1207
20148,1996,-1531,-5245,1045,-6047,1387
20158,2026,-1597,-5315,1293,-5937,1640
20166,2252,-1494,-5353,1605,-5801,1897
20177,2619,-1178,-5406,1969,-5604,2044
20187,3009,-832,-5366,2267,-5310,2029
20197,3213,-514,-5369,2465,-4889,1888
20207,3245,-157,-5433,2511,-4422,1727
20218,3210,56,-5434,2459,-4024,1540
20228,3073,172,-5415,2360,-3703,1295
20238,3011,234,-5287,2266,-3519,1014
20248,2993,200,-5130,2182,-3311,720
20257,3046,113,-4970,2124,-3091,450
20267,3169,16,-4769,2136,-2838,223
20277,3374,40,-4772,2225,-2597,48
20287,3460,247,-4748,2352,-2518,-76
20297,3735,735,-4543,2411,-2640,-108
20308,4115,1270,-4281,2256,-2741,2
20318,4509,1535,-3900,1868,-2604,308
